"ParticipantNumber","OverallExp","PreRegImp","PreRegExp","PreRegUse_clinicalTrial","PreRegUse_non-clinical","PreRegUse_RR","PreRegUse_protocol","PreRegUse_other","PreRegHigh","RRExp_stage1_acc","RRExp_stage2_acc","RRExp_stage1_rej","RRExp_stage2_rej","RRExp_other","PreRegConcerns","PreRegCon_delay","PreRegCon_look","PreRegCon_prevent_exp","PreRegCon_stifle_creativity","PreRegCon_scooping","PreRegCon_other","PreRegCon_prevent_sig","PreRegCon_diff_pub","PreRegCon_none","CodeImp","CodeExp","CodeUse_useOthers","CodeUse_mine","CodeUse_reading","CodeUse_other","CodeUse_peer","CodeConcerns","CodeCon_criticise","CodeCon_diff_understand","CodeCon_assistance","CodeCon_lose_control","CodeCon_errors","CodeCon_credit","CodeCon_other","CodeCon_none","CodeCon_violate","CodeCon_ip","DataImp","DataExp","DataUse_useOthers","DataUse_mine","DataUse_peer","DataUse_reading","DataUse_other","DataConcerns","DataConcern_criticise","DataConcern_ip","DataConcern_devalues","DataConcern_other","DataConcern_none","DataConcern_effort","DataConcern_unfair","DataConcern_credit","DataConcern_ethics","DataConcern_privacy","DataConcern_control","DataConcern_scoop","PrePubImp","PrePubExp","PrePubUse_upload","PrePubUse_other","PrePubUse_cited","PrePubUse_read","PrePubConcerns","PrePubConcern_policy","PrePubConcern_scoop","PrePubConcern_noise","PrePubConcern_citations","PrePubConcern_other","PrePubConcern_compare","PrePubConcern_none","OAprop","OAfees_free","OAfees_research_income","OAfees_centre","OAfees_school","OAfees_collab","OAfees_own_money","OAfees_other","OAfees_withdrew","OAfees_waiver","OAfees_hdr","LastStudy","OSmost_data","OSmost_code","OSmost_prepub","OSmost_prereg","OSmost_none","OSmost_OA","OSmost_unknown","OSmost_other","OSmost_repo","OSTools_osf","OSTools_github","OSTools_ardc","OSTools_csiro","OSTools_cloudstor","OSTools_embl","OSTools_figshare","OSTools_code","OSTools_datacite","OSTools_toolbox","OSTools_orcid","OSTools_FAIR","OSTools_instRepo","OSBarriers","OSBarrier_noOAFunding","OSBarrier_noCredit","OSBarrier_noMandate","OSBarrier_noInfo","OSBarrier_noInfrastructure","OSBarrier_noTimeEngage","OSBarrier_colleaguesDis","OSBarrier_noInterest","OSBarrier_none","OSBarrier_intimidating","OSBarrier_other","OSBarrier_supervisorsDis","OSBarrier_noTraining","OSBarrier_independent","OSBarrier_noRecognition","OSBarrier_noSupport","OSBarrier_noOSFunding","OSBarrier_noTimeLearn","OSBarrier_noExpertise","RepDiscipline","crisis","RepEstimate","self_rep_own","self_rep_other","self_rep_pubOtherSuccess","self_rep_noPubSuccess","self_rep_noPubFail","self_rep_pubOtherFail","LearnedFrom_other","LearnedFrom_undergrad","LearnedFrom_myUniWorkshops","LearnedFrom_extWorkshops","LearnedFrom_internet","LearnedFrom_super","LearnedFrom_postgrad","LearnedFrom_otherUniWorkshops","LearnedFrom_colleagues","Teaching_no","Teaching_informal","Teaching_seminars","Teaching_ownStudents","Teaching_postgradUnits","Teaching_other","Teaching_fellowStudents","Teaching_undergradUnits","Funded","FundKnow","FORcode_2_num","FORcode_2_label","FORcode_4_num","FORcode_4_label","discipline","FORcode_2_num_0","AcademicLevel"
1131,"Aware, But Not Used","Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,"No",NA,NA,NA,1,NA,1,NA,NA,NA,1,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,"Yes",NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,1,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Need info from research team",NA,NA,NA,NA,NA,NA,1,NA,NA,"I'm aware of it, but don't use","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm aware of it, but don't use","I'm unaware of this","I'm aware of it, but don't use","Yes",1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,NA,4,"Slight Crisis",61,"No","No","No","No","No","No",NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,"No","Yes",17," Psychology and Cognitive Sciences",1701," Psychology","Psyc & Cog Sciences","17","PhD Student"
1132,"Unaware","Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",1,1,1,1,1,NA,NA,NA,NA,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,"Yes",1,1,NA,1,NA,1,NA,NA,NA,NA,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,"Somewhat unimportant","Unaware",NA,NA,NA,NA,"No",1,1,1,NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,NA,NA,NA,1,1,NA,"I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","No",1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,4,"Don't Know",72,"No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",17," Psychology and Cognitive Sciences",1701," Psychology","Psyc & Cog Sciences","17","PhD Student"
1133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Specified",NA,NA,"Not Specified",NA,"NA"
1134,"Aware, But Not Used","Extremely important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,1,NA,1,NA,NA,NA,NA,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,"No",NA,NA,NA,1,NA,NA,NA,NA,NA,1,"Extremely important","Aware, But Not Used",NA,NA,NA,NA,NA,"Yes",NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Not at all","Unaware",NA,NA,NA,NA,"Yes",NA,NA,1,NA,NA,1,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Need info from research team",NA,NA,NA,1,NA,NA,NA,NA,NA,"I'm aware of it, but don't use","I'm unaware of this","I'm aware of it, but don't use","I'm aware of it, but don't use","I'm unaware of this","I'm unaware of this","I'm aware of it, but don't use","I'm unaware of this","I'm unaware of this","I'm unaware of this","I use this","I'm unaware of this","I'm aware of it, but don't use","No",NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,1,4,"Slight Crisis",60,"No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"Yes","No",17," Psychology and Cognitive Sciences",1701," Psychology","Psyc & Cog Sciences","17","PhD Student"
1135,"Aware, But Not Used","Researchers in my discipline do not conduct research studies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Researchers in my discipline do not use materials and/or code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research publications in my field are not based on data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Specified",NA,NA,"Not Specified",NA,"NA"
1136,"Aware, But Not Used","Extremely important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Specified",NA,NA,"Not Specified",NA,"NA"
1137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Specified",NA,NA,"Not Specified",NA,"NA"
1138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Specified",NA,NA,"Not Specified",NA,"NA"
1139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Specified",NA,NA,"Not Specified",NA,"NA"
1140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Specified",NA,NA,"Not Specified",NA,"NA"
1141,"Extensive","Not at all","Unaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Specified",NA,NA,"Not Specified",NA,"NA"
1142,"Some","Somewhat important","Some Experience",NA,1,NA,1,NA,"I have preregistered a study and am currently writing up the manuscript",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,"No",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat unimportant","Unaware",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,1,"Some",NA,1,NA,NA,NA,NA,NA,1,NA,NA,"Need info from research team",NA,NA,NA,NA,NA,1,NA,NA,NA,"I use this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm aware of it, but don't use","I'm unaware of this","I use this","Yes",1,1,1,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,1,1,1,1,NA,4,"Significant Crisis",10,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",17," Psychology and Cognitive Sciences",1701," Psychology","Psyc & Cog Sciences","17","Lecturer"
1143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Specified",NA,NA,"Not Specified",NA,"NA"
1144,"Aware, But Not Used","Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",1,1,1,NA,1,NA,NA,NA,NA,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,"No",NA,1,NA,NA,NA,NA,NA,NA,NA,1,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,"No",NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,"Yes",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Specified",NA,NA,"Not Specified",NA,"NA"
1145,"Aware, But Not Used",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Specified",NA,NA,"Not Specified",NA,"NA"
1146,"Some","Somewhat unimportant","Aware, But Not Used",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,1,NA,NA,NA,"Somewhat unimportant","Regular Use",1,1,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,1,NA,NA,1,"Somewhat important","Some Use",1,1,NA,NA,NA,"Yes",NA,1,NA,NA,NA,1,NA,NA,1,1,NA,1,"Not at all","Aware, But Not Used",NA,NA,NA,NA,"Yes",NA,1,NA,NA,NA,NA,NA,"Some",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Need info from research team",1,1,1,1,NA,1,NA,NA,1,"I'm aware of it, but don't use","I use this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I use this","I'm unaware of this","I use this","Yes",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,"Slight Crisis",70,"No","Yes","No","No","Yes","Yes",NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,"Not Specified",NA,NA,"Not Specified",NA,"Associate Professor"
1147,"Some","Not at all","Aware, But Not Used",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,1,1,NA,NA,NA,NA,NA,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,"No",NA,1,NA,1,NA,NA,NA,NA,NA,1,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,"Extremely important","Extensive Experience",1,NA,1,1,"No",NA,NA,NA,NA,NA,NA,1,"Some",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"All info needed is in publication",NA,NA,1,NA,NA,1,NA,NA,NA,"I'm unaware of this","I'm aware of it, but don't use","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I use this","I'm unaware of this","I'm aware of it, but don't use","No",NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,4,"No Crisis",85,"No","No","No","No","No","No",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2," Physical Sciences",206," Quantum Physics","Physical Sciences","02","Research Fellow"
1148,"Some","Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,1,NA,NA,1,NA,NA,NA,NA,"Extremely important","Some Use",1,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,1,NA,NA,NA,1,"Extremely important","Regular Use",1,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,"Yes",NA,1,NA,1,NA,1,NA,"Some",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Not possible because of context",1,1,NA,NA,NA,1,NA,NA,NA,"I'm unaware of this","I use this","I'm aware of it, but don't use","I'm aware of it, but don't use","I use this","I'm aware of it, but don't use","I'm aware of it, but don't use","I'm unaware of this","I'm unaware of this","I'm unaware of this","I use this","I'm unaware of this","I use this","No",1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,1,4,"Slight Crisis",70,"No","Yes","No","No","No","No",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",6," Biological Sciences",607," Plant Biology","Math, Chem, Enviro, & Bio Sciences","06","Lecturer"
1149,"Extensive","Somewhat important","Some Experience",NA,1,NA,NA,NA,"I have preregistered a study and submitted it for publication",NA,NA,NA,NA,NA,"No",NA,NA,1,NA,NA,NA,NA,NA,NA,"Somewhat important","Unaware",NA,NA,NA,NA,NA,"No",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,"No",NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,"No",1,NA,NA,NA,NA,NA,NA,"Some",NA,1,NA,NA,1,NA,NA,1,NA,NA,"All info needed is in publication",NA,NA,1,NA,NA,NA,NA,NA,NA,"I use this","I'm unaware of this","I'm aware of it, but don't use","I'm aware of it, but don't use","I'm aware of it, but don't use","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I'm unaware of this","I use this","I'm aware of it, but don't use","I use this","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,"Slight Crisis",70,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,"Yes","Yes",2," Physical Sciences",204," Condensed Matter Physics","Physical Sciences","02","Senior Research Fellow"
1150,"Some","Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",1,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,1,NA,1,NA,NA,NA,1,"Extremely important","Regular Use",1,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,"Yes",1,NA,1,NA,NA,NA,NA,"Some",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Need info from research team",NA,NA,NA,NA,NA,1,NA,1,NA,"I'm aware of it, but don't use","I'm aware of it, but don't use","I'm aware of it, but don't use","I'm aware of it, but don't use","I'm aware of it, but don't use","I'm aware of it, but don't use","I'm aware of it, but don't use","I'm aware of it, but don't use","I'm aware of it, but don't use","I'm aware of it, but don't use","I use this","I'm aware of it, but don't use","I use this","Yes",1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,1,4,"Significant Crisis",45,"No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"Yes","No",11," Medical and Health Sciences",1117," Public Health and Health Services","Medical & Health Sciences","11","Senior Lecturer"
1151,"Aware, But Not Used","Not at all","Unaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",1,1,1,1,1,NA,NA,NA,NA,"Somewhat important","Some Use",1,1,1,NA,NA,"Yes",1,1,1,1,NA,1,1,NA,1,1,"Somewhat important","Some Use",1,1,NA,1,NA,"Yes",1,1,NA,NA,NA,1,NA,1,NA,NA,1,1,"Not at all","Unaware",NA,NA,NA,NA,"Yes",1,1,1,NA,NA,1,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Need info from research team",NA,NA,NA,NA,NA,NA,1,NA,NA,"I'm unaware of this","I use this","I'm aware of it, but don't use",NA,"I'm aware of it, but don't use","I'm unaware of this","I'm aware of it, but don't use","I'm unaware of this","I'm unaware of this","I'm unaware of this","I use this","I'm unaware of this","I use this","Yes",1,1,1,NA,1,1,NA,1,NA,1,NA,NA,1,NA,1,1,1,1,1,4,"No Crisis",80,"I can't remember","Yes","I can't remember","I can't remember","I can't remember","I can't remember",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Yes","No",9," Engineering",912," Materials Engineering","Engineering","09","Postdoc"
